,kernel_sizes,filters,pool_sizes,FC_nodes,lr,performance
41,"[10, 8, 3, 2]","[2, 4, 18, 24]","[8, 7, 7, 5]","[64, 8]",0.0003332326492628077,"[1.987047791481018, 1.987047791481018]"
42,"[10, 9, 5]","[9, 18, 22]","[6, 4, 1]","[64, 4]",0.0005887342128229049,"[0.17474614083766937, 0.17474614083766937]"
43,"[9, 9, 7, 5]","[5, 6, 12, 16]","[10, 9, 8, 6]","[128, 128]",0.00018645351149273895,"[0.29791060090065, 0.29791060090065]"
44,"[5, 5, 3, 2]","[9, 14, 18, 18]","[9, 8, 8, 1]","[32, 16, 16]",0.002263947581246899,"[0.219285249710083, 0.219285249710083]"
45,"[10, 6, 4]","[2, 2, 12]","[9, 6, 1]",[64],1.542431147835188e-05,"[1.9528005123138428, 1.9528005123138428]"
46,"[9, 8, 4]","[2, 7, 10]","[7, 7, 3]",[2],4.5471351059176316e-05,"[1.994911789894104, 1.994911789894104]"
47,"[8, 6]","[10, 16]","[8, 2]","[128, 32, 2]",0.008513379220931256,"[0.21017754077911377, 0.21017754077911377]"
48,"[10, 10, 5, 2, 2]","[6, 9, 9, 10, 10]","[10, 9, 8, 1, 1]",[4],0.0015521835482773625,"[0.18577396869659424, 0.18577396869659424]"
49,"[9, 9, 7, 7]","[2, 5, 9, 12]","[2, 2, 1, 1]","[128, 8]",0.0019059655439680843,"[0.21609529852867126, 0.21609529852867126]"
50,"[7, 4, 3, 2]","[4, 6, 9, 19]","[10, 4, 4, 3]","[16, 4]",2.150733485962224e-05,"[2.056086540222168, 2.056086540222168]"
51,"[10, 3]","[4, 20]","[8, 8]",[128],1.3316292481578668e-05,"[2.013970375061035, 2.013970375061035]"
52,[9],[9],[2],"[64, 64, 64]",0.05704094659426874,"[2.1981375217437744, 2.1981375217437744]"
53,"[10, 5, 3, 2, 2]","[3, 4, 13, 14, 23]","[9, 3, 1, 1, 1]","[64, 16, 8]",0.009248761672740389,"[0.18639124929904938, 0.18639124929904938]"
54,"[10, 8, 4]","[5, 10, 18]","[9, 9, 1]",[32],0.0007328047863518969,"[0.2653040587902069, 0.2653040587902069]"
55,"[3, 2]","[7, 15]","[6, 4]","[64, 64, 4]",0.003628551575153734,"[0.25277701020240784, 0.25277701020240784]"
56,"[6, 5, 1]","[2, 3, 16]","[10, 6, 6]","[128, 32, 16]",2.5460747428731696e-05,"[2.003634214401245, 2.003634214401245]"
57,"[9, 5, 5, 5, 3]","[2, 6, 15, 17, 18]","[10, 9, 8, 2, 2]","[16, 16, 4]",0.019772260490797788,"[2.167917251586914, 2.167917251586914]"
58,"[10, 10]","[6, 11]","[7, 4]",[4],0.00015569689880598706,"[1.4421169757843018, 1.4421169757843018]"
59,"[6, 5, 3, 1]","[1, 10, 13, 18]","[10, 8, 1, 1]",[16],0.00023079171162370532,"[2.08498477935791, 2.08498477935791]"
60,"[10, 8, 5, 1]","[4, 11, 19, 21]","[7, 6, 5, 1]","[32, 8, 8]",6.82608842972991e-05,"[27.644853591918945, 27.644853591918945]"
61,"[9, 6, 4]","[9, 18, 19]","[8, 5, 3]",[32],0.010821582582876632,"[0.1904098242521286, 0.1904098242521286]"
62,"[4, 2]","[19, 24]","[5, 1]","[128, 32, 8]",0.0018781804561823637,"[0.1950630098581314, 0.1950630098581314]"
63,"[9, 7, 6, 2]","[3, 5, 22, 24]","[9, 8, 3, 3]","[8, 2]",0.0031018504721840065,"[2.268099784851074, 2.268099784851074]"
64,"[9, 7, 2]","[2, 16, 23]","[8, 7, 6]","[32, 16]",0.025699947076764318,"[0.25895485281944275, 0.25895485281944275]"
65,"[9, 6, 4, 2]","[3, 4, 7, 20]","[6, 6, 5, 1]","[64, 16, 16]",0.018751913226114483,"[1.490628957748413, 1.490628957748413]"
66,"[10, 4]","[9, 10]","[3, 1]","[32, 8, 4]",0.013414314632319336,"[0.1932770162820816, 0.1932770162820816]"
67,"[9, 2]","[3, 10]","[9, 3]","[128, 128]",0.0006900327411071989,"[0.22043927013874054, 0.22043927013874054]"
68,[4],[9],[5],"[64, 16]",0.006696937989316069,"[0.2696516513824463, 0.2696516811847687]"
69,"[8, 8, 5, 5, 3]","[8, 14, 17, 20, 24]","[9, 7, 6, 5, 1]","[2, 2]",1.736220658044801e-05,"[2.022321939468384, 2.022321939468384]"
70,"[10, 1]","[11, 14]","[7, 3]","[8, 8, 4]",0.008319074281723984,"[0.19247731566429138, 0.19247731566429138]"
71,"[10, 7, 2]","[4, 10, 13]","[8, 7, 6]",[64],0.0029334167512053144,"[0.18187592923641205, 0.18187592923641205]"
72,"[10, 2]","[13, 20]","[7, 2]",[16],0.0007354126968437011,"[0.18298406898975372, 0.18298406898975372]"
73,"[8, 5, 4]","[3, 6, 9]","[9, 8, 2]",[128],4.8907369209586025e-05,"[2.033562183380127, 2.033562183380127]"
74,"[10, 8, 3]","[8, 21, 21]","[10, 8, 8]","[64, 16, 4]",6.393898012013745e-05,"[2.241840124130249, 2.241840124130249]"
75,"[9, 4, 4, 3]","[11, 11, 12, 19]","[10, 9, 5, 4]",[32],0.0002706995330278461,"[0.2029097080230713, 0.2029097080230713]"
76,"[8, 7, 7, 4]","[2, 5, 16, 22]","[9, 5, 2, 2]",[128],2.0835003366127855e-05,"[2.0059001445770264, 2.0059001445770264]"
77,"[6, 1]","[8, 11]","[6, 1]","[128, 8]",0.00025110138625408557,"[1.830148696899414, 1.830148696899414]"
78,[6],[17],[4],"[128, 16, 2]",0.00899396936823256,"[0.18922163546085358, 0.18922163546085358]"
79,"[3, 3, 2, 2, 1]","[4, 8, 10, 12, 15]","[10, 9, 9, 5, 2]","[32, 16, 8]",0.0004495219640352034,"[0.23602397739887238, 0.23602397739887238]"
80,"[5, 3]","[4, 12]","[6, 2]","[16, 4]",3.5742756165404304e-05,"[2.0604588985443115, 2.0604588985443115]"
81,"[7, 4, 1]","[6, 8, 9]","[4, 3, 1]",[8],0.028487017757634653,"[0.2647712230682373, 0.2647712230682373]"
82,[2],[19],[6],"[32, 32, 32]",3.424595085212464e-05,"[1.8123570680618286, 1.8123570680618286]"
83,"[9, 5, 3, 3]","[4, 10, 21, 22]","[3, 2, 2, 2]","[128, 32, 8]",0.00039215947080547295,"[2.4148590564727783, 2.4148590564727783]"
84,[7],[15],[5],"[16, 2]",3.004485176325881e-05,"[1.963253140449524, 1.963253140449524]"
85,"[8, 6, 6]","[5, 13, 17]","[7, 5, 1]","[16, 16, 2]",0.04104250377211272,"[2.3970022201538086, 2.3970022201538086]"
86,[1],[19],[9],[64],1.8777625865155806e-05,"[2.445348024368286, 2.445348024368286]"
87,"[10, 10, 3]","[7, 8, 18]","[9, 4, 3]","[32, 2, 2]",0.00014275208885350748,"[2.19144606590271, 2.19144606590271]"
88,"[8, 2]","[10, 20]","[10, 3]","[128, 64]",0.0714420555796416,"[2.3678479194641113, 2.3678479194641113]"
89,"[6, 3]","[6, 22]","[3, 2]",[32],4.380670658003848e-05,"[2.01063871383667, 2.01063871383667]"
90,"[9, 8, 4, 3]","[9, 15, 15, 20]","[10, 10, 3, 2]","[4, 2, 2]",7.23179844607144e-05,"[2.089162826538086, 2.089162826538086]"
91,"[10, 6, 4, 2, 2]","[1, 1, 2, 7, 20]","[10, 9, 2, 1, 1]","[32, 4, 4]",0.008073158772961121,"[0.1928832083940506, 0.1928832083940506]"
92,"[5, 3, 1]","[10, 11, 13]","[9, 7, 3]","[16, 4]",0.002190921715478913,"[0.20734889805316925, 0.20734889805316925]"
93,"[10, 4, 3, 2, 2]","[1, 4, 16, 17, 21]","[10, 8, 7, 5, 2]",[8],8.753946867422763e-05,"[1.8866150379180908, 1.8866150379180908]"
94,"[7, 7]","[10, 18]","[7, 5]","[32, 16, 4]",0.06782602559220662,"[1.9792206287384033, 1.9792206287384033]"
95,"[7, 4]","[17, 21]","[10, 7]","[128, 64]",0.02431506690787429,"[0.2239355444908142, 0.2239355444908142]"
96,[4],[1],[10],"[32, 16, 4]",0.03658456476095036,"[0.22329697012901306, 0.22329697012901306]"
97,[8],[22],[1],[16],0.028040724226567785,"[1.6127523183822632, 1.6127523183822632]"
98,"[9, 8, 3]","[4, 5, 13]","[10, 8, 7]",[4],0.006724302692989615,"[0.1879999041557312, 0.1879999041557312]"
99,[2],[12],[1],"[128, 128, 16]",0.016005015228555502,"[0.3339262008666992, 0.3339262008666992]"
100,"[9, 9, 5]","[19, 23, 24]","[9, 9, 3]",[64],0.03436241753060906,"[2.5921883583068848, 2.5921883583068848]"
101,"[9, 4, 2]","[11, 14, 23]","[9, 8, 7]","[32, 4]",0.0027110392708084878,"[0.17971813678741455, 0.17971813678741455]"
102,"[10, 6, 5]","[12, 17, 18]","[8, 8, 3]","[16, 16, 2]",5.487159513363166e-05,"[27.987071990966797, 27.987071990966797]"
103,"[10, 10, 10, 2, 2]","[2, 4, 11, 21, 23]","[4, 2, 1, 1, 1]","[4, 2]",0.09023788847621135,"[2.021373748779297, 2.021373748779297]"
104,"[9, 8]","[13, 16]","[5, 4]","[64, 4, 4]",0.08460441869093713,"[1.9526195526123047, 1.9526195526123047]"
105,"[10, 3, 2]","[15, 19, 24]","[5, 3, 1]","[32, 2]",0.00015151527864761517,"[25.578161239624023, 25.578161239624023]"
106,"[9, 3, 2, 2, 2]","[5, 8, 8, 20, 24]","[10, 8, 4, 3, 2]",[128],0.0002615771973541575,"[2.154414415359497, 2.154414415359497]"
107,"[7, 3, 2]","[3, 10, 18]","[10, 4, 3]","[64, 16]",1.603527587239626e-05,"[1.977684736251831, 1.977684736251831]"
108,"[9, 8, 6, 6, 1]","[4, 5, 14, 19, 21]","[6, 6, 5, 4, 3]",[32],0.036225862484671786,"[2.1086761951446533, 2.1086761951446533]"
109,"[10, 1, 1]","[6, 12, 23]","[9, 8, 5]","[128, 64, 64]",0.00203357629098941,"[0.20751523971557617, 0.20751523971557617]"
110,"[9, 1]","[14, 22]","[10, 5]","[64, 64, 64]",0.007142424921185549,"[0.20386874675750732, 0.20386874675750732]"
111,[5],[2],[8],[8],0.015910721658372064,"[0.2085614651441574, 0.2085614651441574]"
112,"[1, 1]","[5, 11]","[8, 6]",[4],0.00025134719348411763,"[2.1033496856689453, 2.1033496856689453]"
113,[10],[10],[8],[128],0.0006864368566911173,"[0.1736941933631897, 0.1736941933631897]"
114,"[10, 5, 3]","[14, 16, 22]","[3, 3, 2]","[16, 4]",0.06604157234993639,"[1.844447135925293, 1.844447135925293]"
115,"[7, 3]","[5, 14]","[6, 4]","[32, 8]",2.581469316336049e-05,"[28.743818283081055, 28.743818283081055]"
116,"[9, 8, 4, 3, 1]","[6, 7, 11, 13, 13]","[10, 5, 5, 2, 1]",[128],9.230232185834726e-05,"[2.394336223602295, 2.394336223602295]"
117,[6],[15],[1],"[16, 16, 8]",0.00487237803559822,"[0.23453553020954132, 0.23453553020954132]"
118,"[10, 7, 6, 2]","[4, 7, 13, 24]","[10, 9, 4, 3]","[128, 32, 2]",0.0026708892780604007,"[0.3009350597858429, 0.3009350597858429]"
119,"[4, 4, 2]","[8, 15, 24]","[10, 8, 4]",[16],0.0013465417273584859,"[0.20781461894512177, 0.20781461894512177]"
120,"[10, 8, 2, 2, 1]","[3, 10, 14, 16, 17]","[10, 10, 5, 4, 3]","[64, 2, 2]",2.4478937611362623e-05,"[28.77773666381836, 28.77773666381836]"
121,"[10, 7, 6, 6, 5]","[1, 8, 13, 19, 24]","[7, 4, 4, 3, 2]","[64, 2, 2]",0.0003092490337868545,"[21.99786949157715, 21.99786949157715]"
122,"[7, 5, 3]","[1, 3, 9]","[7, 6, 2]","[64, 4, 2]",5.70877898448548e-05,"[27.9292049407959, 27.9292049407959]"
123,"[9, 9, 9, 7, 3]","[1, 3, 9, 10, 24]","[10, 9, 8, 8, 4]","[32, 32, 8]",0.023871113805858907,"[2.068730115890503, 2.068730115890503]"
124,"[9, 2, 1, 1]","[2, 7, 7, 11]","[8, 8, 6, 4]","[32, 16, 8]",0.06114987594814876,"[2.12339448928833, 2.12339448928833]"
125,"[9, 7, 3]","[5, 16, 18]","[8, 6, 2]","[8, 4]",0.02933361953668259,"[1.9559727907180786, 1.9559727907180786]"
126,"[9, 9, 4]","[17, 19, 20]","[8, 8, 5]","[128, 32]",0.022833736096960027,"[1.931341290473938, 1.931341290473938]"
127,"[6, 3, 2, 1]","[8, 9, 10, 22]","[10, 3, 2, 1]","[8, 2]",0.00024756800432739384,"[0.7785910964012146, 0.7785910964012146]"
128,"[9, 3, 2]","[4, 13, 14]","[8, 3, 3]",[4],0.00048676227708844324,"[1.8498849868774414, 1.8498849868774414]"
129,[2],[7],[10],[2],0.0030618869628884385,"[2.29461932182312, 2.29461932182312]"
130,"[10, 5, 4, 3, 2]","[3, 6, 11, 12, 22]","[6, 4, 2, 2, 2]","[128, 2]",0.005855318486833524,"[0.18816354870796204, 0.18816354870796204]"
131,"[5, 3]","[7, 15]","[8, 1]",[4],6.475418848037353e-05,"[2.0338642597198486, 2.0338642597198486]"
132,"[9, 9, 6, 5]","[7, 9, 17, 20]","[8, 7, 6, 5]","[128, 2]",0.005353401809506431,"[1.9813648462295532, 1.9813648462295532]"
133,[10],[18],[3],"[64, 64, 32]",0.0021806900229393244,"[0.1663118153810501, 0.1663118153810501]"
134,[2],[18],[4],"[32, 16]",3.816975078487883e-05,"[2.1633501052856445, 2.1633501052856445]"
135,"[8, 7, 7, 4]","[5, 11, 14, 20]","[8, 5, 5, 4]",[2],3.683622515411577e-05,"[28.454631805419922, 28.454631805419922]"
136,"[9, 2]","[11, 12]","[7, 1]",[16],0.05215111251256216,"[2.0076684951782227, 2.0076684951782227]"
137,"[6, 3, 1]","[5, 16, 23]","[7, 4, 4]","[64, 2]",1.8528556369154553e-05,"[28.93450927734375, 28.93450927734375]"
138,"[10, 7, 3, 1]","[4, 9, 16, 19]","[10, 9, 6, 1]",[16],0.00010251906865721522,"[2.054387331008911, 2.054387331008911]"
139,"[10, 9, 5, 5, 5]","[15, 16, 21, 24, 24]","[9, 6, 5, 5, 1]","[16, 2, 2]",9.494185145350869e-05,"[26.969024658203125, 26.969024658203125]"
140,"[10, 8, 7, 5, 5]","[5, 15, 15, 20, 23]","[8, 8, 5, 3, 1]","[8, 4, 2]",0.004837972428148229,"[1.9656230211257935, 1.9656230211257935]"
141,"[6, 4, 4, 1]","[5, 18, 19, 21]","[10, 8, 5, 2]","[4, 4]",8.474297947638318e-05,"[1.985718846321106, 1.985718846321106]"
142,"[9, 8, 3, 1]","[2, 8, 20, 22]","[10, 6, 3, 3]",[16],8.682349978639264e-05,"[2.145087480545044, 2.145087480545044]"
143,"[9, 8, 6, 1]","[1, 8, 13, 22]","[10, 6, 5, 2]",[16],0.015118387503039364,"[1.960201382637024, 1.960201382637024]"
144,[6],[3],[10],"[32, 8, 8]",0.0008373989547842915,"[0.21610064804553986, 0.21610064804553986]"
145,"[6, 2, 2, 2]","[5, 5, 7, 19]","[8, 8, 7, 4]","[64, 4, 4]",0.003068318002722251,"[0.20983299612998962, 0.20983299612998962]"
146,"[3, 3, 2]","[8, 14, 22]","[9, 7, 3]","[128, 16]",0.002451100734124739,"[0.22152328491210938, 0.22152328491210938]"
147,"[10, 7, 4]","[6, 16, 20]","[10, 9, 3]","[16, 4]",0.000999714575379555,"[0.17622098326683044, 0.17622098326683044]"
148,"[9, 8, 7, 5, 3]","[4, 6, 11, 14, 22]","[7, 6, 5, 4, 3]","[64, 16]",0.059346269686719466,"[2.2175676822662354, 2.2175676822662354]"
149,"[9, 6, 4]","[6, 14, 20]","[10, 6, 5]","[32, 4]",0.006896320351459386,"[0.2080526053905487, 0.2080526053905487]"
150,"[2, 1]","[4, 9]","[3, 3]",[64],0.0013603867055959013,"[1.6415952444076538, 1.6415952444076538]"
151,"[9, 4, 1]","[5, 7, 14]","[4, 3, 1]",[64],7.164458323844195e-05,"[2.0907509326934814, 2.0907509326934814]"
152,[2],[14],[1],"[128, 16]",0.08513423096669223,"[2.103022336959839, 2.103022336959839]"
153,"[6, 5, 4]","[6, 15, 18]","[8, 4, 2]","[32, 2]",0.0008548298583497622,"[0.20893742144107819, 0.20893742144107819]"
154,"[10, 8, 7, 6, 4]","[3, 10, 19, 20, 22]","[6, 6, 4, 3, 2]",[4],1.2533480636041406e-05,"[2.025106191635132, 2.025106191635132]"
155,"[9, 9, 6]","[4, 8, 8]","[9, 8, 4]","[128, 8, 4]",0.047998243688955805,"[2.132117748260498, 2.132117748260498]"
156,"[9, 6]","[8, 17]","[9, 4]","[4, 2]",0.0019531189012799237,"[4.175601482391357, 4.175601482391357]"
157,[1],[22],[10],[64],3.4007024018191436e-05,"[2.21890926361084, 2.21890926361084]"
158,"[10, 10, 5, 2, 2]","[2, 5, 8, 14, 17]","[10, 8, 7, 4, 3]",[8],0.0003813519115679579,"[1.8606189489364624, 1.8606189489364624]"
159,"[10, 3]","[6, 7]","[8, 6]","[8, 8, 4]",0.07093583235093669,"[4.166417121887207, 4.166417121887207]"
160,[10],[2],[4],"[16, 8]",0.008703191305513327,"[0.1946074217557907, 0.1946074217557907]"
161,"[10, 6]","[15, 18]","[6, 6]","[64, 64]",1.6881797897844394e-05,"[2.000279188156128, 2.000279188156128]"
162,"[10, 6, 1]","[9, 13, 14]","[5, 3, 1]","[128, 2]",0.0053410769575250846,"[1.953877329826355, 1.953877329826355]"
163,"[9, 6, 4, 3]","[11, 11, 17, 23]","[7, 2, 1, 1]",[128],0.0011809531586567418,"[0.1817554086446762, 0.1817554086446762]"
164,"[8, 6]","[9, 10]","[4, 1]","[32, 2]",0.09402748475451222,"[1.9557819366455078, 1.9557819366455078]"
165,"[8, 7, 1]","[15, 19, 20]","[7, 4, 2]","[128, 16]",0.0009472940411750497,"[0.17305007576942444, 0.17305007576942444]"
166,"[10, 10]","[6, 17]","[7, 2]","[32, 8]",0.007813120102469455,"[0.19523559510707855, 0.19523559510707855]"
167,"[7, 6, 4, 2]","[5, 9, 19, 22]","[10, 5, 4, 4]","[32, 4, 2]",0.019379057532657337,"[2.374013662338257, 2.374013662338257]"
168,"[7, 6, 2]","[5, 7, 24]","[10, 2, 1]","[64, 64, 16]",0.0222848458874652,"[2.096714735031128, 2.096714735031128]"
169,"[6, 2]","[14, 18]","[10, 6]","[8, 8, 2]",0.06795837305672012,"[1.8941758871078491, 1.8941758871078491]"
170,"[10, 8, 5, 5, 4]","[3, 3, 6, 8, 13]","[9, 7, 5, 2, 2]",[4],0.02546718857445499,"[1.967273473739624, 1.967273473739624]"
171,"[6, 3]","[19, 22]","[10, 6]","[64, 8, 2]",0.0031949338267343117,"[0.20114047825336456, 0.20114047825336456]"
172,"[3, 3]","[4, 7]","[9, 3]",[2],1.0796229637943045e-05,"[9.388854026794434, 9.388854026794434]"
173,"[8, 4, 2]","[1, 8, 16]","[7, 7, 6]","[64, 32]",0.002964031204563424,"[2.025353193283081, 2.025353193283081]"
174,"[10, 5, 5, 3]","[1, 7, 11, 14]","[6, 4, 3, 2]",[32],0.002266626962536005,"[0.1901150643825531, 0.1901150643825531]"
175,"[7, 6]","[12, 24]","[7, 4]","[8, 2]",0.0008064776915096071,"[13.286225318908691, 13.286225318908691]"
176,"[10, 10, 1]","[4, 9, 20]","[10, 10, 1]","[64, 16, 8]",3.321061144280956e-05,"[2.037144899368286, 2.037144899368286]"
177,"[8, 8, 6, 5, 1]","[2, 3, 4, 22, 23]","[7, 6, 4, 3, 1]","[16, 8, 2]",2.0646379542361263e-05,"[28.878618240356445, 28.878618240356445]"
178,"[4, 4, 1]","[2, 3, 4]","[10, 5, 2]","[128, 8]",0.06301868230385876,"[0.28060534596443176, 0.28060534596443176]"
179,"[9, 2, 2, 2]","[8, 9, 12, 24]","[10, 10, 4, 2]","[128, 128, 128]",0.004375128575805147,"[0.17539818584918976, 0.17539818584918976]"
180,"[8, 2]","[10, 13]","[9, 1]",[2],0.013687508086381214,"[0.19345641136169434, 0.19345641136169434]"
181,"[6, 2]","[3, 22]","[9, 7]","[8, 4, 2]",0.0009380128913751575,"[11.558262825012207, 11.558262825012207]"
182,"[8, 6, 3]","[2, 7, 11]","[9, 2, 1]","[32, 2]",0.02796961775778784,"[0.19990111887454987, 0.19990111887454987]"
183,"[4, 1, 1]","[4, 11, 18]","[7, 2, 2]","[32, 32, 32]",0.014759410985622778,"[0.2445702999830246, 0.2445702999830246]"
184,"[9, 4, 2, 1]","[4, 13, 24, 24]","[9, 8, 6, 6]","[8, 2, 2]",0.0010151385016493692,"[10.645946502685547, 10.645946502685547]"
185,"[10, 9, 3]","[4, 6, 16]","[8, 6, 1]","[128, 128]",7.16107956798043e-05,"[1.9326155185699463, 1.9326155185699463]"
186,"[10, 10, 7, 4, 1]","[10, 13, 19, 22, 24]","[10, 10, 4, 1, 1]","[2, 2]",0.04401745341743218,"[1.971698522567749, 1.971698522567749]"
187,"[9, 8, 8, 2]","[1, 18, 20, 20]","[10, 9, 7, 5]","[128, 8]",0.02327625898396893,"[1.9844269752502441, 1.9844269752502441]"
188,"[9, 8, 5, 3, 3]","[4, 4, 12, 15, 21]","[7, 6, 5, 4, 2]",[4],0.0019323583043893908,"[0.2806223928928375, 0.2806223928928375]"
189,[5],[22],[6],"[64, 16, 4]",0.0004362243288542799,"[19.415491104125977, 19.415491104125977]"
190,"[10, 5, 3]","[5, 13, 19]","[6, 4, 1]",[64],0.005288178218617062,"[0.22126157581806183, 0.22126157581806183]"
191,[7],[19],[2],"[128, 128, 2]",0.05449504880381806,"[1.9763001203536987, 1.9763001203536987]"
192,"[5, 5, 4, 2]","[1, 21, 21, 23]","[9, 7, 6, 4]","[128, 8, 8]",0.00016063403707348504,"[2.1828062534332275, 2.1828062534332275]"
193,[8],[15],[2],"[32, 8, 2]",9.071397718354919e-05,"[27.074186325073242, 27.074186325073242]"
194,"[8, 7]","[22, 22]","[9, 1]","[4, 2]",0.00010412231566598165,"[1.0652812719345093, 1.0652812719345093]"
195,"[7, 3]","[8, 11]","[8, 3]",[4],1.1809754134597348e-05,"[29.11225128173828, 29.11225128173828]"
