,kernel_sizes,filters,pool_sizes,FC_nodes,lr,performance
189,"[10, 4, 3, 3, 1]","[1, 3, 6, 15, 21]","[10, 9, 9, 5, 2]","[4, 2]",4.59958932306336e-05,"[80.97976684570312, 80.97976684570312]"
190,"[9, 9, 8, 2]","[5, 11, 11, 18]","[2, 2, 2, 2]",[128],7.14359012495019e-05,"[0.9839993715286255, 0.9839993715286255]"
191,"[8, 7, 3, 2]","[5, 11, 11, 24]","[8, 6, 5, 3]","[128, 4, 2]",1.927997430161237e-05,"[82.07906341552734, 82.07906341552734]"
192,"[8, 5, 3, 2, 1]","[7, 16, 16, 21, 22]","[7, 6, 4, 3, 3]","[128, 128]",0.004215850041359326,"[0.13121415674686432, 0.13121415674686432]"
193,"[7, 7, 6, 4]","[1, 4, 10, 15]","[7, 6, 6, 2]","[64, 8, 4]",0.0032706516505425164,"[9.795340538024902, 9.795340538024902]"
194,"[8, 6, 3, 3, 3]","[4, 9, 13, 17, 22]","[9, 9, 7, 6, 2]",[64],0.041799888848953526,"[0.9944193959236145, 0.9944193959236145]"
195,"[2, 1]","[7, 16]","[3, 2]",[4],0.031667075790198736,"[1.01418137550354, 1.01418137550354]"
196,[5],[14],[6],[8],0.008245284901387666,"[0.2998330295085907, 0.2998330295085907]"
197,[10],[14],[10],"[64, 16, 4]",0.0010024400115891808,"[0.8898468017578125, 0.8898468017578125]"
198,"[8, 6, 6, 3, 2]","[12, 17, 19, 23, 24]","[8, 7, 7, 6, 3]","[16, 16]",0.00152785799119374,"[0.2023371309041977, 0.2023371309041977]"
199,"[4, 3, 1]","[3, 13, 24]","[6, 3, 1]","[64, 4]",0.003293179076722716,"[1.0445438623428345, 1.0445438623428345]"
200,"[7, 5, 2]","[7, 16, 18]","[9, 8, 7]",[4],0.00011779966733806389,"[0.9625791311264038, 0.9625791311264038]"
201,"[10, 8, 7, 7, 1]","[3, 5, 12, 17, 22]","[10, 9, 5, 5, 1]","[8, 2, 2]",0.00010588057991100693,"[0.9771880507469177, 0.9771880507469177]"
202,"[5, 1, 1]","[9, 13, 16]","[9, 5, 4]","[128, 64]",0.005942709872027667,"[0.38257747888565063, 0.38257747888565063]"
203,"[10, 8, 4]","[9, 14, 16]","[9, 4, 3]","[4, 4]",0.010478541809701161,"[0.9828641414642334, 0.9828641414642334]"
204,"[9, 4, 2, 2, 2]","[6, 11, 11, 12, 14]","[9, 5, 2, 1, 1]","[64, 8, 4]",0.006749453320089107,"[1.0767909288406372, 1.0767909288406372]"
205,"[7, 4, 2]","[9, 16, 19]","[10, 8, 4]","[32, 32, 32]",0.00014695991414517265,"[0.9510149359703064, 0.9510149359703064]"
206,"[5, 4, 3, 3, 1]","[1, 1, 5, 13, 24]","[10, 7, 5, 3, 1]",[8],0.000611790249840472,"[0.9538007974624634, 0.9538007974624634]"
207,"[9, 7, 6, 6, 1]","[2, 13, 13, 15, 24]","[7, 6, 5, 5, 4]","[32, 16, 8]",0.0293940697577481,"[0.9899542927742004, 0.9899542927742004]"
208,"[5, 5, 4]","[18, 19, 24]","[9, 9, 2]","[128, 32]",0.0016286438246260985,"[0.2797773480415344, 0.2797773480415344]"
209,"[7, 1]","[17, 20]","[7, 3]","[32, 8]",0.0001280814211148521,"[0.9660896062850952, 0.9660896062850952]"
210,"[10, 10, 7, 2, 1]","[11, 13, 17, 20, 22]","[10, 8, 7, 2, 2]","[16, 16, 4]",0.01617492793129998,"[0.511507511138916, 0.511507511138916]"
211,"[10, 6]","[12, 12]","[10, 8]",[64],0.00013537863241591764,"[0.9173303246498108, 0.9173303246498108]"
212,"[7, 5, 4, 3, 2]","[2, 10, 17, 19, 23]","[10, 7, 3, 2, 1]",[64],2.1540205921327838e-05,"[0.977439284324646, 0.977439284324646]"
213,"[10, 2, 1]","[5, 15, 22]","[9, 4, 1]","[64, 64, 2]",0.0024286320130161854,"[0.5971300005912781, 0.5971300005912781]"
214,"[10, 6, 6, 4]","[6, 10, 12, 23]","[9, 9, 7, 6]","[16, 16, 16]",0.07382943084186525,"[0.9851921200752258, 0.9851921200752258]"
215,"[10, 9, 8, 2]","[5, 22, 23, 24]","[9, 8, 7, 7]","[64, 32]",3.2777853633884765e-05,"[0.9912450313568115, 0.9912450313568115]"
216,"[7, 5]","[14, 22]","[7, 2]","[32, 32, 32]",0.00015403436251147786,"[0.9748769402503967, 0.9748769402503967]"
217,"[10, 9, 5, 5, 3]","[5, 6, 6, 7, 20]","[10, 10, 6, 3, 1]",[128],0.0724286270633637,"[0.9855674505233765, 0.9855674505233765]"
218,[2],[24],[2],"[32, 4]",0.0007111229474556216,"[56.80321502685547, 56.80321502685547]"
219,"[9, 5, 5, 3]","[14, 14, 17, 18]","[8, 2, 2, 1]",[128],0.00011380475468991307,"[0.952703595161438, 0.952703595161438]"
220,"[4, 2, 1]","[4, 14, 20]","[10, 8, 4]",[4],0.001036584445804478,"[0.9730265736579895, 0.9730265736579895]"
221,"[9, 9, 4]","[2, 15, 18]","[7, 6, 4]","[4, 2]",0.06523529481332928,"[0.9786174297332764, 0.9786174297332764]"
222,"[10, 6, 6, 2]","[1, 2, 3, 4]","[8, 7, 3, 1]",[32],0.004810667914724775,"[0.6969409584999084, 0.6969409584999084]"
223,[1],[13],[6],[4],0.00023364082257668704,"[73.54426574707031, 73.54427337646484]"
224,"[7, 7, 6, 5, 1]","[1, 1, 22, 22, 24]","[8, 5, 3, 2, 1]",[16],2.6990566979606183e-05,"[0.9881769418716431, 0.9881769418716431]"
225,"[8, 6, 4, 3, 1]","[11, 12, 14, 17, 20]","[10, 5, 5, 4, 1]","[32, 8]",0.010113394513477222,"[0.2749083340167999, 0.2749083340167999]"
226,[8],[15],[5],[2],0.02787949638098584,"[0.9847612380981445, 0.9847612380981445]"
227,"[7, 5, 1]","[9, 20, 23]","[10, 3, 1]",[4],0.0005337464653901798,"[0.9217744469642639, 0.9217744469642639]"
228,"[10, 4, 1]","[16, 20, 23]","[8, 2, 1]","[8, 8]",0.017644344082015033,"[0.860420286655426, 0.860420286655426]"
229,"[6, 5, 5]","[7, 13, 18]","[4, 3, 1]","[128, 64]",0.08405549507356569,"[1.183542013168335, 1.183542013168335]"
230,"[4, 2, 1]","[7, 7, 16]","[10, 3, 1]","[128, 2, 2]",0.09740535732818024,"[1.0266839265823364, 1.0266839265823364]"
231,[9],[15],[5],[2],0.00033185155266043963,"[0.9045957326889038, 0.9045957326889038]"
232,"[6, 1]","[20, 23]","[7, 5]","[32, 8]",0.0004951629520776172,"[1.0965394973754883, 1.0965394973754883]"
233,"[10, 10, 8, 7, 5]","[7, 7, 11, 12, 23]","[10, 9, 6, 5, 3]","[16, 4]",2.0438488652285634e-05,"[82.03104400634766, 82.03104400634766]"
234,"[7, 2, 2]","[7, 16, 18]","[8, 4, 3]",[16],1.717564277904035e-05,"[0.9871240854263306, 0.9871240854263306]"
235,"[10, 8, 7]","[1, 4, 22]","[7, 6, 1]","[64, 4]",0.03433177240019573,"[0.7801666259765625, 0.7801666259765625]"
236,"[8, 6]","[4, 15]","[10, 9]","[32, 16]",2.4085521200677852e-05,"[0.9797379374504089, 0.9797379374504089]"
237,"[7, 1]","[11, 17]","[3, 2]",[4],1.0102159411303091e-05,"[19.46283531188965, 19.46283531188965]"
238,"[9, 9, 6, 5]","[1, 5, 8, 12]","[8, 4, 1, 1]",[128],0.00044565326679156227,"[0.997962474822998, 0.997962474822998]"
239,"[10, 9, 6, 4, 3]","[4, 5, 11, 12, 18]","[10, 8, 8, 6, 5]","[128, 32]",0.006012810410668621,"[0.27779528498649597, 0.27779528498649597]"
240,"[6, 4]","[11, 22]","[10, 4]","[32, 4]",1.2607159490275173e-05,"[0.9847438931465149, 0.9847438931465149]"
241,[8],[20],[3],[16],0.0018028191086904455,"[0.4309060871601105, 0.4309060871601105]"
242,[10],[23],[2],"[64, 32, 16]",0.013958922141615504,"[0.20251861214637756, 0.20251861214637756]"
243,[6],[16],[3],"[128, 32, 8]",3.8372733542540096e-05,"[0.9792323112487793, 0.9792323112487793]"
244,"[9, 6, 3]","[10, 20, 22]","[6, 4, 2]","[2, 2]",0.02883059079083325,"[1.0255264043807983, 1.0255264043807983]"
245,"[10, 6, 1]","[7, 7, 10]","[5, 2, 2]","[32, 16]",0.00020660892452906902,"[0.9578767418861389, 0.9578767418861389]"
246,"[8, 8, 4]","[6, 17, 21]","[8, 6, 2]",[16],0.0004386342320187877,"[0.9015467762947083, 0.9015467762947083]"
247,"[8, 3, 1]","[3, 8, 15]","[10, 6, 4]","[32, 8]",0.0420790770606676,"[1.0021891593933105, 1.0021891593933105]"
248,[5],[2],[8],"[64, 64, 16]",0.05415258529164166,"[0.8311278223991394, 0.8311278223991394]"
249,"[10, 9, 5, 4]","[1, 2, 3, 8]","[6, 6, 1, 1]",[8],0.013641151649281686,"[0.9769651293754578, 0.9769651293754578]"
250,[6],[13],[2],"[64, 8, 8]",0.004331577340572909,"[0.5714724063873291, 0.5714724063873291]"
251,"[6, 5, 2, 2]","[4, 7, 12, 16]","[9, 9, 1, 1]","[64, 16, 4]",0.0028872786509214596,"[13.270670890808105, 13.270670890808105]"
252,[4],[9],[4],[128],0.0009663559890722797,"[1.0766561031341553, 1.0766561031341553]"
253,[3],[4],[6],"[32, 32, 16]",0.002208575280803794,"[0.9733518958091736, 0.9733518958091736]"
254,"[9, 7, 7, 5, 4]","[2, 4, 10, 15, 16]","[9, 5, 5, 2, 1]",[2],0.07591050267628723,"[0.979631245136261, 0.979631245136261]"
255,"[10, 8, 7, 3]","[6, 10, 13, 19]","[10, 8, 6, 4]","[64, 32, 2]",0.0031795871698152584,"[10.536271095275879, 10.536271095275879]"
256,"[6, 6, 4, 2]","[1, 3, 12, 13]","[4, 4, 2, 1]","[128, 64, 32]",0.00028202677552747774,"[1.00187087059021, 1.00187087059021]"
257,[2],[15],[2],"[64, 64, 64]",0.0003488071781128387,"[0.9769086241722107, 0.9769086241722107]"
258,"[7, 4]","[1, 5]","[10, 10]","[128, 128, 64]",0.00042232366054319593,"[66.56208038330078, 66.56208038330078]"
259,"[8, 6]","[1, 14]","[10, 6]","[64, 8, 2]",0.006053786654863511,"[1.313645362854004, 1.313645362854004]"
260,"[10, 6, 5, 5]","[1, 9, 17, 23]","[10, 10, 8, 1]",[32],7.074345906401436e-05,"[0.9697861671447754, 0.9697861671447754]"
261,"[10, 7, 7]","[6, 6, 11]","[6, 3, 2]","[32, 2]",0.0007425722248283299,"[55.80859375, 55.80859375]"
262,"[3, 1, 1]","[8, 24, 24]","[8, 3, 1]","[64, 16]",0.00554898575281318,"[0.9650416970252991, 0.9650416970252991]"
263,"[9, 8, 2, 2, 1]","[1, 6, 13, 18, 23]","[10, 9, 9, 8, 3]",[128],1.991036423797613e-05,"[0.9836472272872925, 0.9836472272872925]"
264,"[6, 6]","[4, 11]","[10, 7]","[128, 8]",0.0697335543610193,"[0.9795634150505066, 0.9795634150505066]"
265,[2],[7],[1],"[64, 32, 32]",0.0009631621133316681,"[0.9806002378463745, 0.9806002378463745]"
266,"[10, 10]","[23, 24]","[10, 2]",[64],0.0019715835257217303,"[0.01520076859742403, 0.01520076859742403]"
267,"[9, 4, 1]","[9, 21, 21]","[9, 7, 3]","[128, 4]",3.359944973465415e-05,"[0.9808419942855835, 0.9808419942855835]"
268,"[8, 8, 3]","[17, 17, 20]","[9, 6, 3]","[64, 8, 8]",0.007078546342376231,"[0.0707981139421463, 0.0707981139421463]"
269,[6],[23],[8],[64],0.005960393249939227,"[0.08565244823694229, 0.08565244823694229]"
270,[4],[2],[9],"[128, 32, 8]",0.0002169910114148825,"[74.20658874511719, 74.20658874511719]"
271,[9],[10],[6],"[16, 16, 4]",0.07231794708312306,"[0.9861059784889221, 0.9861059784889221]"
272,[10],[23],[3],"[64, 32, 8]",0.004014400171082718,"[0.038232479244470596, 0.038232479244470596]"
273,"[10, 9]","[11, 12]","[3, 2]","[64, 16, 2]",0.0002338168683118491,"[73.53864288330078, 73.53864288330078]"
274,"[6, 2]","[3, 15]","[9, 8]","[8, 8]",0.00549596908684189,"[0.6571066379547119, 0.6571066379547119]"
275,"[8, 2, 2, 1]","[1, 7, 15, 24]","[10, 5, 5, 2]",[2],0.0017685157663592846,"[0.9704180359840393, 0.9704180359840393]"
276,"[9, 4, 1]","[5, 8, 23]","[9, 8, 4]",[4],0.001428368423321206,"[0.6310596466064453, 0.6310596466064453]"
277,"[9, 6, 6]","[5, 10, 10]","[6, 6, 4]","[64, 16]",0.09388781101587798,"[0.9829424023628235, 0.9829424023628235]"
278,"[9, 4, 4]","[8, 10, 19]","[8, 4, 4]",[16],0.01664762087068634,"[0.11357204616069794, 0.11357204616069794]"
279,"[7, 7, 6, 5, 1]","[7, 9, 14, 14, 15]","[10, 9, 5, 5, 2]","[16, 16, 16]",1.5690547577783037e-05,"[0.9856164455413818, 0.9856164455413818]"
280,"[9, 8, 8, 1, 1]","[2, 16, 17, 19, 21]","[9, 6, 6, 3, 3]","[16, 8]",0.003956510169846651,"[0.643491804599762, 0.643491804599762]"
281,"[9, 6, 4]","[7, 21, 23]","[7, 7, 4]",[128],0.00014659346216929636,"[0.9471550583839417, 0.9471550583839417]"
282,"[6, 5, 5, 1]","[8, 9, 12, 23]","[9, 6, 1, 1]","[16, 4]",0.00014571688016190137,"[0.9809249043464661, 0.9809249043464661]"
283,"[10, 10]","[7, 14]","[6, 3]","[128, 32, 16]",0.07433829365664978,"[1.0309988260269165, 1.0309988260269165]"
284,[10],[24],[9],"[4, 4]",0.01776971491029591,"[0.6818505525588989, 0.6818505525588989]"
285,[4],[6],[7],"[16, 16]",0.03144812597724242,"[0.997164785861969, 0.9971647262573242]"
286,"[10, 8, 2, 1, 1]","[8, 11, 19, 20, 21]","[8, 7, 4, 3, 3]","[16, 4]",0.03332296905774918,"[0.6505767107009888, 0.6505767107009888]"
287,"[8, 4, 1, 1]","[1, 2, 12, 13]","[10, 8, 7, 1]",[32],8.644382803904942e-05,"[0.9852761626243591, 0.9852761626243591]"
288,"[10, 2]","[17, 18]","[8, 7]","[128, 64, 16]",0.0279813082594,"[0.10459604859352112, 0.10459604859352112]"
289,"[10, 4, 3, 1, 1]","[5, 7, 8, 14, 21]","[10, 10, 8, 7, 2]","[128, 2]",0.04758454060527338,"[0.9896028637886047, 0.9896028637886047]"
290,"[10, 1]","[3, 3]","[10, 1]","[128, 4, 2]",0.00552912726766876,"[1.685205340385437, 1.685205340385437]"
291,"[10, 8, 5, 2]","[5, 6, 15, 22]","[9, 7, 5, 1]","[128, 32, 4]",0.0006315559553742781,"[0.8680438995361328, 0.8680438995361328]"
292,"[10, 9, 6, 6, 5]","[7, 8, 9, 15, 22]","[9, 4, 3, 2, 1]",[128],0.00014728774531371609,"[0.9741811156272888, 0.9741811156272888]"
293,[7],[6],[9],"[128, 128, 16]",0.00010021592962493957,"[0.9685328006744385, 0.9685328006744385]"
294,"[6, 3]","[3, 20]","[5, 1]",[16],0.04126538759503507,"[0.7136765718460083, 0.7136765718460083]"
295,[1],[21],[3],"[4, 4]",0.0004968819670220248,"[0.98792964220047, 0.98792964220047]"
296,"[10, 8, 7, 5]","[10, 10, 11, 21]","[10, 10, 9, 5]","[32, 2]",1.8029901735886054e-05,"[0.9780285358428955, 0.9780285358428955]"
297,"[10, 10, 4, 3, 1]","[4, 13, 20, 20, 21]","[3, 2, 1, 1, 1]",[64],0.0032558545709051013,"[0.4282568395137787, 0.4282568395137787]"
298,"[8, 7, 6]","[1, 13, 19]","[8, 8, 2]","[128, 32]",3.2640935212209695e-05,"[0.9954656958580017, 0.9954656958580017]"
299,"[5, 2]","[9, 21]","[9, 3]",[16],2.1458890638025834e-05,"[0.9848471283912659, 0.9848471283912659]"
300,"[7, 2]","[1, 6]","[8, 2]","[64, 8, 2]",0.0006835114771207707,"[57.71041488647461, 57.71041488647461]"
301,"[6, 2, 1]","[15, 17, 23]","[8, 5, 2]",[4],0.00895195272357807,"[0.060740549117326736, 0.060740549117326736]"
302,[1],[17],[6],"[128, 64, 32]",7.496925129426298e-05,"[0.9863205552101135, 0.9863205552101135]"
303,"[9, 7, 7, 6]","[7, 10, 12, 14]","[6, 5, 2, 1]","[128, 8]",7.167086963301775e-05,"[0.9683095812797546, 0.9683095812797546]"
304,"[8, 8, 8, 4, 1]","[1, 3, 4, 19, 20]","[10, 9, 6, 2, 1]",[8],0.013791940305685011,"[0.9748424887657166, 0.9748424887657166]"
305,[10],[6],[5],"[64, 4, 2]",0.00021441035927830703,"[0.9847687482833862, 0.9847687482833862]"
306,[3],[10],[3],"[128, 8]",0.020669467134887223,"[0.6409330368041992, 0.6409330368041992]"
307,"[10, 10]","[7, 8]","[6, 5]",[64],0.0015636902005879939,"[0.24896769225597382, 0.24896769225597382]"
308,"[10, 8, 1]","[4, 4, 15]","[9, 8, 7]","[128, 64, 32]",0.005005841564143508,"[1.0027329921722412, 1.0027329921722412]"
309,"[10, 9, 8]","[6, 18, 21]","[10, 2, 1]",[32],0.03465400075238704,"[0.9750834703445435, 0.9750834703445435]"
310,"[10, 5, 3, 2, 1]","[2, 5, 11, 15, 17]","[8, 8, 5, 5, 4]","[128, 16, 16]",0.002233008641899049,"[0.651035726070404, 0.651035726070404]"
311,"[10, 8, 8, 7, 1]","[1, 7, 11, 14, 17]","[10, 9, 8, 4, 2]","[128, 32]",4.513944940642116e-05,"[0.986424446105957, 0.986424446105957]"
312,"[10, 6]","[2, 11]","[6, 5]","[8, 4, 4]",2.956954937752492e-05,"[0.9848976135253906, 0.9848976135253906]"
313,"[5, 2, 2]","[3, 17, 24]","[6, 6, 5]","[128, 16]",2.628872560292129e-05,"[0.982755720615387, 0.982755720615387]"
314,"[10, 7, 2, 1, 1]","[2, 8, 9, 16, 24]","[10, 8, 8, 8, 1]","[32, 2]",4.229939121649655e-05,"[81.13162231445312, 81.13162231445312]"
315,"[9, 7, 2]","[5, 12, 19]","[6, 5, 3]",[2],0.0004364241151645597,"[1.03798508644104, 1.03798508644104]"
316,"[6, 3, 1]","[5, 10, 20]","[9, 8, 4]",[8],0.07701497217481638,"[1.1937530040740967, 1.1937530040740967]"
317,"[10, 6, 1, 1, 1]","[3, 10, 11, 12, 24]","[10, 9, 8, 5, 2]","[32, 8, 2]",0.007530612477317045,"[0.4118795692920685, 0.4118795692920685]"
318,"[9, 4, 2]","[15, 21, 22]","[8, 6, 6]",[4],0.0013963535967249044,"[0.19804814457893372, 0.19804814457893372]"
319,"[10, 10]","[5, 12]","[10, 3]","[8, 8, 8]",4.6725398193221916e-05,"[0.9802575707435608, 0.9802575707435608]"
320,"[9, 8, 3]","[4, 21, 22]","[4, 3, 1]","[64, 32, 2]",0.0006557258383216093,"[58.58707046508789, 58.58707046508789]"
321,"[8, 1]","[9, 16]","[6, 5]","[8, 2, 2]",9.07653809653063e-05,"[79.1604995727539, 79.1604995727539]"
322,[10],[17],[6],"[128, 8]",0.00043734303808596513,"[0.7547906041145325, 0.7547906041145325]"
323,"[8, 6, 3]","[2, 15, 17]","[9, 7, 2]","[128, 128, 32]",0.022204037428569603,"[0.7004026174545288, 0.7004026174545288]"
324,"[9, 8, 8, 8, 7]","[3, 9, 11, 11, 13]","[10, 9, 7, 6, 3]",[128],1.1713830835714588e-05,"[0.9813393950462341, 0.9813393950462341]"
325,"[7, 6, 5, 3]","[9, 11, 13, 21]","[10, 5, 3, 3]","[64, 16, 4]",5.448730342405268e-05,"[80.63221740722656, 80.63221740722656]"
326,"[8, 5, 5, 2, 1]","[4, 7, 9, 12, 15]","[10, 10, 6, 6, 5]",[16],0.00039935872919214774,"[0.9364106059074402, 0.9364106059074402]"
327,"[9, 8, 7, 5, 2]","[16, 18, 21, 21, 24]","[10, 9, 7, 3, 1]","[16, 4]",0.0042551659186034155,"[4.317922592163086, 4.317922592163086]"
328,"[3, 3, 2]","[5, 14, 22]","[8, 3, 2]","[64, 8]",0.06055477617654026,"[0.9748399257659912, 0.9748399257659912]"
329,"[4, 4, 1]","[9, 12, 13]","[7, 6, 4]","[128, 2]",1.811279968415545e-05,"[82.1272201538086, 82.1272201538086]"
330,[3],[6],[8],"[128, 64, 8]",0.006751076635412227,"[0.9023445248603821, 0.9023445248603821]"
331,"[10, 10, 4, 1]","[7, 8, 21, 22]","[6, 6, 5, 1]",[8],1.0663090986613727e-05,"[0.985812246799469, 0.985812246799469]"
332,"[9, 5, 1, 1]","[1, 8, 9, 10]","[8, 8, 7, 7]","[16, 8, 4]",0.0006710770481541749,"[0.9772518277168274, 0.9772518277168274]"
333,"[10, 9, 4, 3, 1]","[1, 6, 8, 14, 18]","[9, 8, 6, 5, 3]",[16],0.00020774421211830152,"[0.9541841149330139, 0.9541841149330139]"
334,"[10, 9, 8, 8]","[4, 7, 10, 24]","[10, 5, 4, 3]",[8],4.7863457408410335e-05,"[0.9878115057945251, 0.9878115057945251]"
335,"[9, 6, 4]","[10, 13, 17]","[6, 4, 3]",[64],0.0065616013822123705,"[0.025911865755915642, 0.025911865755915642]"
336,[6],[19],[6],"[4, 2]",0.00030416911227597543,"[70.8750228881836, 70.8750228881836]"
337,"[9, 8, 7]","[2, 5, 8]","[5, 3, 1]","[32, 16, 8]",0.00012530444044449543,"[0.9710001349449158, 0.9710001349449158]"
338,"[10, 5, 4, 1]","[4, 11, 16, 19]","[10, 4, 4, 1]","[4, 2, 2]",0.009207480590890356,"[0.9757834672927856, 0.9757834672927856]"
339,"[8, 8, 7]","[1, 10, 24]","[9, 7, 5]",[64],8.673665900241457e-05,"[1.002642035484314, 1.002642035484314]"
340,"[8, 7, 4]","[5, 15, 20]","[5, 4, 3]",[8],0.00013754531438039646,"[0.9526708126068115, 0.9526708126068115]"
341,"[8, 6, 5, 2, 1]","[1, 15, 18, 23, 24]","[10, 9, 8, 4, 2]",[16],0.004185285309658718,"[0.6389393210411072, 0.6389393210411072]"
342,"[7, 3]","[1, 11]","[9, 9]","[128, 64, 32]",0.0005932711759487023,"[0.9500500559806824, 0.9500500559806824]"
343,"[7, 6, 3, 1]","[14, 19, 23, 24]","[9, 6, 6, 3]",[2],0.00010051197802923899,"[1.0049805641174316, 1.0049805641174316]"
344,"[9, 6, 2, 2]","[9, 11, 15, 19]","[10, 4, 1, 1]","[128, 128, 16]",0.06223030082700813,"[0.9789445400238037, 0.9789445400238037]"
345,"[4, 4]","[11, 24]","[9, 5]","[16, 2]",0.003456188693527818,"[0.6422648429870605, 0.6422648429870605]"
346,"[9, 8, 3, 1]","[6, 7, 10, 14]","[10, 4, 3, 1]",[16],3.7295523718795864e-05,"[0.9767230749130249, 0.9767230749130249]"
347,"[4, 1]","[10, 11]","[6, 4]",[8],0.020993396769713818,"[0.8828569650650024, 0.8828569650650024]"
348,"[10, 9, 5, 2, 1]","[8, 13, 15, 18, 20]","[10, 9, 7, 6, 4]","[128, 2]",1.2613910431869742e-05,"[82.35508728027344, 82.35508728027344]"
349,"[7, 2]","[14, 24]","[8, 1]","[8, 4]",0.0036147233411805107,"[0.5075427889823914, 0.5075427889823914]"
350,"[9, 7]","[9, 9]","[3, 1]","[64, 8]",1.8097271526594838e-05,"[0.9860745072364807, 0.9860745072364807]"
351,"[3, 2]","[8, 15]","[4, 4]","[8, 4]",0.0020439080409552987,"[0.9574126601219177, 0.9574126601219177]"
352,"[6, 2]","[18, 19]","[10, 6]",[64],0.00031142849811860034,"[0.9201940894126892, 0.9201940894126892]"
353,[7],[8],[6],[16],0.00013541720571557127,"[0.9773145914077759, 0.9773145914077759]"
354,"[9, 1, 1]","[4, 11, 14]","[8, 5, 1]","[128, 128, 64]",0.0005674548712589276,"[0.9446922540664673, 0.9446922540664673]"
355,"[10, 9, 5]","[2, 10, 13]","[9, 3, 1]","[64, 8, 8]",5.479720516025099e-05,"[0.979347288608551, 0.979347288608551]"
356,[2],[19],[8],"[16, 4, 4]",0.00021375265661851574,"[74.3082275390625, 74.3082275390625]"
357,"[6, 6]","[8, 21]","[6, 1]","[128, 64, 32]",0.013380610066834811,"[0.5818725824356079, 0.5818725824356079]"
358,"[10, 9, 5, 2, 1]","[4, 5, 13, 21, 21]","[9, 5, 4, 2, 1]","[16, 4]",0.00014997796877346786,"[76.7982406616211, 76.7982406616211]"
359,"[10, 9, 8]","[7, 22, 23]","[7, 7, 2]","[32, 16, 4]",0.0001873435838131895,"[0.957048773765564, 0.957048773765564]"
360,"[5, 4, 4, 3, 2]","[3, 6, 10, 12, 22]","[8, 7, 2, 1, 1]",[2],0.011147981803246883,"[0.790105938911438, 0.790105938911438]"
361,"[10, 10, 5]","[4, 10, 17]","[6, 4, 3]",[4],0.0006317409736816635,"[0.7420493960380554, 0.7420493960380554]"
362,"[8, 8, 6, 1]","[9, 17, 17, 18]","[9, 6, 6, 6]","[32, 16, 8]",0.008366015183338626,"[0.11479588598012924, 0.11479588598012924]"
363,"[8, 4, 2]","[11, 13, 23]","[10, 6, 5]","[64, 64]",0.0004653621016110998,"[0.9024668335914612, 0.9024668335914612]"
364,[2],[10],[5],"[64, 16, 4]",1.5651516548066287e-05,"[82.22923278808594, 82.22923278808594]"
365,[10],[21],[10],"[32, 8]",0.026380049673228472,"[0.8040486574172974, 0.8040486574172974]"
366,"[9, 7]","[16, 17]","[7, 5]","[16, 4]",0.0002577873295843437,"[0.955912709236145, 0.955912709236145]"
367,"[7, 2]","[2, 20]","[8, 2]",[64],0.02728375943753722,"[0.9773055911064148, 0.9773055911064148]"
368,[8],[5],[10],[16],0.004666491371323815,"[0.2460765689611435, 0.2460765689611435]"
369,"[7, 6, 5, 5, 2]","[3, 21, 22, 24, 24]","[9, 4, 3, 3, 2]",[2],0.000537410364354338,"[62.54612350463867, 62.54612350463867]"
370,"[8, 1]","[17, 19]","[10, 6]","[32, 16, 4]",0.0009426306792652177,"[0.9230101704597473, 0.9230101704597473]"
371,"[8, 8, 6, 3, 1]","[1, 4, 11, 11, 12]","[10, 9, 8, 7, 5]","[128, 2]",0.01872301782317989,"[0.9747459292411804, 0.9747459292411804]"
372,"[10, 8, 8, 7, 2]","[1, 3, 7, 10, 20]","[10, 7, 7, 2, 1]","[16, 2]",0.01813275928135654,"[0.9747978448867798, 0.9747978448867798]"
373,[7],[18],[4],"[16, 4]",9.004832757189008e-05,"[0.965323805809021, 0.965323805809021]"
374,"[9, 6]","[7, 18]","[2, 1]","[128, 4]",0.0004420042086257091,"[0.8952943682670593, 0.8952943682670593]"
375,"[8, 6, 5, 2, 1]","[1, 10, 12, 18, 21]","[6, 4, 4, 3, 3]",[16],0.004505588557447898,"[1.1909509897232056, 1.1909509897232056]"
376,"[6, 2, 1]","[1, 3, 4]","[8, 5, 3]","[32, 8]",0.00011098408471292467,"[0.9855848550796509, 0.9855848550796509]"
377,"[9, 5, 3, 3]","[8, 11, 20, 23]","[9, 6, 6, 4]",[16],0.00012288370250909737,"[0.9535585641860962, 0.9535585641860962]"
378,"[6, 5, 5, 4, 1]","[5, 14, 15, 16, 18]","[10, 6, 4, 2, 1]","[128, 128, 2]",0.00041621359087821904,"[0.9748940467834473, 0.9748940467834473]"
379,"[7, 6, 4, 3, 2]","[3, 3, 11, 19, 21]","[10, 8, 7, 2, 1]","[16, 4, 2]",0.003315420324269718,"[9.433395385742188, 9.433395385742188]"
380,"[10, 2, 1]","[1, 9, 23]","[4, 3, 2]","[64, 8, 4]",0.010718895010525272,"[0.708430290222168, 0.708430290222168]"
381,"[9, 8, 4]","[3, 15, 22]","[3, 3, 2]","[8, 4]",0.0839047535557368,"[0.9829056262969971, 0.9829056262969971]"
382,"[10, 7, 5]","[1, 6, 24]","[8, 5, 4]","[16, 2]",0.02856024493430695,"[0.9813207983970642, 0.9813207983970642]"
